customer_id,plan_type,device_brand,avg_data_usage_gb,pct_video_usage,avg_call_duration,sms_freq,monthly_spend,topup_freq,travel_score,complaint_count,target_offer,target_offer_encoded,customer_id_encoded,plan_type_encoded,device_brand_encoded,plan_type_Postpaid,plan_type_Prepaid,device_brand_Apple,device_brand_Huawei,device_brand_Oppo,device_brand_Realme,device_brand_Samsung,device_brand_Vivo,device_brand_Xiaomi
C00042,1,3,0.33931777378815076,0.4901223484482881,0.29070605187319887,0.8148148148148148,0.38616071428571436,0.3333333333333333,0.2871269963825169,0.0,General Offer,3,41,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00043,1,4,0.08027699410105155,0.5828198058393199,0.4142651296829971,0.37037037037037035,0.17857142857142858,0.08333333333333333,0.045712304505597434,0.0,General Offer,3,42,1,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00044,0,0,0.04154911515773275,0.481759289692452,0.388328530259366,0.2222222222222222,0.06473214285714286,0.25,0.5070288901007601,0.4,Retention Offer,4,43,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00045,1,3,0.15260323159784558,0.1381264832641517,0.4812680115273775,0.6296296296296295,0.22767857142857142,0.16666666666666666,0.36383309098539585,0.2,General Offer,3,44,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00046,0,5,0.10182097973839445,0.2510042448712148,0.49027377521613835,0.4814814814814814,0.17410714285714285,0.16666666666666666,0.45781669990090795,0.0,General Offer,3,45,0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00047,1,2,0.07078738137984097,0.5481263576384635,0.15129682997118155,0.4444444444444444,0.16964285714285715,0.41666666666666663,0.17776725531057624,0.0,General Offer,3,46,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00048,1,3,0.19158758656065655,0.2873023415247882,0.3940922190201729,0.5555555555555556,0.2767857142857143,0.16666666666666666,0.6167628564525346,0.0,General Offer,3,47,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00049,1,1,0.023595793793280324,0.7587203094529211,0.329971181556196,0.5555555555555556,0.125,0.25,0.31501799990844537,0.0,Top-up Promo,7,48,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00050,1,4,0.1261862015901513,0.3384806161787387,0.4311959654178675,0.4444444444444444,0.22767857142857142,0.16666666666666666,0.5441747716942464,0.0,General Offer,3,49,1,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00051,0,0,0.031033598358553474,0.1332271836556386,0.30223342939481274,0.2962962962962963,0.11830357142857144,0.41666666666666663,0.23624543344963558,0.0,General Offer,3,50,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00052,0,4,0.29546037445498846,0.6069219981430655,0.3692363112391931,0.37037037037037035,0.27008928571428575,0.25,0.022976778072443697,0.2,Data Booster,0,51,0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00053,0,2,0.5211592716081046,0.328003214983311,0.7107348703170029,0.4444444444444444,0.4598214285714286,0.3333333333333333,0.41255001761481686,0.2,Device Upgrade Offer,1,52,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00054,0,6,0.061554244678122594,0.3438355824723541,0.14733429394812678,0.5925925925925926,0.15178571428571427,0.3333333333333333,0.3307118711170767,0.0,General Offer,3,53,0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00055,1,0,0.1533726596563221,0.5735823211697757,0.2788184438040346,0.40740740740740744,0.16294642857142858,0.3333333333333333,0.17528870851011005,0.0,General Offer,3,54,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00056,0,4,0.019492177481405488,0.2019131735962083,0.36059077809798273,0.5185185185185185,0.25892857142857145,0.08333333333333333,0.21119514524131927,0.0,General Offer,3,55,0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00057,1,6,0.028468838163631695,0.4164252854544225,0.26296829971181557,0.4814814814814814,0.12723214285714285,0.25,0.8683117361954882,0.2,Top-up Promo,7,56,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00058,1,5,0.08053347012054372,0.1577275518382208,0.16066282420749278,0.37037037037037035,0.2678571428571429,0.3333333333333333,0.17748978044445146,0.2,Device Upgrade Offer,1,57,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00059,1,2,0.09592203129007437,0.4151866072080142,0.7107348703170029,0.2222222222222222,0.12946428571428573,0.0,0.1814893068888815,0.0,General Offer,3,58,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00060,1,2,0.07181328545780968,0.0722565041212056,0.3011527377521614,0.2222222222222222,0.20535714285714285,0.41666666666666663,0.4524090851175423,0.0,General Offer,3,59,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00061,1,0,0.11259297255706589,0.2318319965108665,0.2871037463976946,0.3333333333333333,0.19419642857142858,0.08333333333333333,0.395916527770775,0.0,General Offer,3,60,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00062,1,4,0.2013336753013593,0.5796602134287698,0.47658501440922196,0.4814814814814814,0.21205357142857142,0.3333333333333333,0.5554810997035035,0.0,General Offer,3,61,1,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00063,0,5,0.1279815337265965,0.6594491800188171,0.16678674351585013,0.40740740740740744,0.21875,0.0,0.8068719623083279,0.2,Streaming Partner Pack,6,62,0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00064,1,1,0.17927673762503202,0.2230384391534127,0.49819884726224783,0.4814814814814814,0.22321428571428573,0.16666666666666666,0.8313541023902151,0.2,Roaming Pass,5,63,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00065,1,0,0.03975378302128751,0.2208719950161069,0.4920749279538905,0.7037037037037037,0.18526785714285715,0.08333333333333333,0.16123987682871108,0.2,General Offer,3,64,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00066,1,1,0.11284944857655807,0.4204730326280801,0.6422910662824207,0.40740740740740744,0.1830357142857143,0.08333333333333333,0.2601830649406977,0.0,General Offer,3,65,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00067,1,0,0.39215183380353935,0.2383237138202461,0.4585734870317003,0.6666666666666666,0.40178571428571436,0.3333333333333333,0.41176815616057566,0.0,General Offer,3,66,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00068,0,4,0.0646319569120287,0.5875325062322732,0.028458213256484153,0.4814814814814814,0.203125,0.41666666666666663,0.18692849101490736,0.2,General Offer,3,67,0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00069,1,5,0.14849961528597075,0.1219675457831874,0.5652017291066282,0.7407407407407407,0.31696428571428575,0.3333333333333333,0.31047249598967785,0.4,Device Upgrade Offer,1,68,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00070,0,4,0.15516799179276736,0.2745887511579253,0.9322766570605188,0.25925925925925924,0.234375,0.6666666666666666,0.06717698226557209,0.2,Voice Bundle,8,69,0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00071,0,2,0.05565529622980251,0.7624614711375853,0.35482708933717577,0.2222222222222222,0.15625,0.41666666666666663,0.385227061640361,0.0,General Offer,3,70,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00072,1,1,0.036419594767889196,0.4756383395630181,0.36023054755043227,0.2962962962962963,0.12276785714285716,0.3333333333333333,0.4664915270727757,0.0,Top-up Promo,7,71,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00073,1,6,0.11900487304437034,0.5168853347278752,0.2719740634005764,0.40740740740740744,0.16741071428571427,0.16666666666666666,0.5586226337998208,0.0,General Offer,3,72,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00074,0,3,0.11823544498589379,0.3619626271420114,0.06556195965417867,0.37037037037037035,0.20982142857142858,0.16666666666666666,0.296722556432416,0.0,General Offer,3,73,0,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00075,0,2,0.09310079507566042,0.1075700754477115,0.425792507204611,0.5925925925925926,0.1986607142857143,0.5,0.4011738669804594,0.2,General Offer,3,74,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00076,0,2,0.586817132598102,0.7097769646901376,0.260806916426513,0.40740740740740744,0.5446428571428572,0.16666666666666666,0.3580235732625229,0.2,Data Booster,0,75,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00077,0,1,0.05078225185945113,0.4390282484226275,0.4200288184438041,0.40740740740740744,0.08035714285714286,0.08333333333333333,0.2238235060969126,0.2,Retention Offer,4,76,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00078,1,0,0.10900230828417543,0.5898217035013319,0.42543227665706057,0.4814814814814814,0.15625,0.3333333333333333,0.5620628859576076,0.0,General Offer,3,77,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00079,1,2,0.3229033085406514,0.3452313548620353,0.7020893371757926,0.25925925925925924,0.34375000000000006,0.41666666666666663,0.24376955226090355,0.0,Device Upgrade Offer,1,78,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00080,1,3,0.03052064631956912,0.394874437787112,0.287463976945245,0.5185185185185185,0.10044642857142858,0.25,0.43688716462885213,0.2,Top-up Promo,7,79,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00081,0,5,0.14337009489612718,0.3200060330942527,0.1361671469740634,0.25925925925925924,0.3191964285714286,0.08333333333333333,0.3375792301103714,0.2,Device Upgrade Offer,1,80,0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00082,0,2,0.0807899461400359,0.4411670091316082,0.41102305475504325,0.5185185185185185,0.19642857142857142,0.08333333333333333,0.36744209582195675,0.0,General Offer,3,81,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00083,1,5,0.1225955373172608,0.3058585593142435,0.34221902017291067,0.4814814814814814,0.20535714285714285,0.16666666666666666,0.2254962122588349,0.0,General Offer,3,82,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00084,1,4,0.19492177481405484,0.2275449675616493,0.6970461095100865,0.4814814814814814,0.28125000000000006,0.5833333333333333,0.060471011603509976,0.0,Device Upgrade Offer,1,83,1,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00085,1,0,0.020005129520389842,0.3603674428573202,0.5097262247838618,0.37037037037037035,0.12276785714285716,0.41666666666666663,0.3482505637684335,0.2,Top-up Promo,7,84,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00086,1,5,0.23441908181585017,0.5055638087506845,0.33609510086455335,0.3333333333333333,0.29687500000000006,0.08333333333333333,0.5226372610305334,0.2,Data Booster,0,85,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00087,0,2,0.1543985637342908,0.6327318509143608,0.5439481268011528,0.5555555555555556,0.23883928571428573,0.41666666666666663,0.4118927014360047,0.0,Streaming Partner Pack,6,86,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00088,0,0,0.060528340600153885,0.130506563647216,0.5608789625360231,0.40740740740740744,0.13169642857142858,0.3333333333333333,0.4769371705201914,0.0,General Offer,3,87,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00089,0,3,0.07130033341882533,0.5773383770158478,0.19020172910662825,0.5925925925925926,0.14955357142857142,0.16666666666666666,0.30679212405525286,0.2,General Offer,3,88,0,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00090,1,0,0.023595793793280324,0.2603476421847561,0.4409221902017291,0.6296296296296295,0.12053571428571429,0.16666666666666666,0.10315095010773456,0.0,General Offer,3,89,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00091,1,5,0.12439086945370607,0.1984572736351197,0.7597262247838618,0.3333333333333333,0.22098214285714285,0.16666666666666666,0.22838693877202718,0.2,General Offer,3,90,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00092,0,5,0.12105668120030776,0.2094411161670502,0.09221902017291066,0.2962962962962963,0.20758928571428573,0.16666666666666666,0.22991117530993052,0.0,General Offer,3,91,0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00093,0,6,0.09156193895870736,0.9207748828414706,0.2244236311239193,0.3333333333333333,0.14508928571428573,0.25,0.16688646599054807,0.0,General Offer,3,92,0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00094,1,6,0.07668632982816107,0.5488749253989182,0.3234870317002882,0.5185185185185185,0.21875,0.16666666666666666,0.21865240969347724,0.2,General Offer,3,93,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00095,0,0,0.391638881764555,0.1697007544035355,0.4528097982708934,0.3333333333333333,0.43303571428571436,0.16666666666666666,0.5469661538498679,0.2,General Offer,3,94,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00096,1,1,0.19210053859964088,0.2895131512451447,0.4185878962536024,0.5185185185185185,0.234375,0.08333333333333333,0.27733818349623623,0.4,Retention Offer,4,95,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00097,1,1,0.06565786098999743,0.1285472546035476,0.3973342939481268,0.3333333333333333,0.2790178571428572,0.25,0.05530115227145219,0.0,General Offer,3,96,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00098,1,6,0.09823031546550397,0.1352003766797149,0.3242074927953891,0.25925925925925924,0.08705357142857144,0.5,0.2525730654604267,0.0,Top-up Promo,7,97,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00099,1,2,0.08951013080276993,0.1276804975143098,0.41642651296829974,0.37037037037037035,0.18973214285714285,0.0,0.41476312272600463,0.0,General Offer,3,98,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00100,1,4,0.06924852526288791,0.1915471128974192,0.6149135446685878,0.4814814814814814,0.15401785714285715,0.0,0.7066658518915996,0.2,General Offer,3,99,1,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00101,1,0,0.1510643754808925,0.5531703788347477,0.6678674351585014,0.5555555555555556,0.3035714285714286,0.3333333333333333,0.6724817594716648,0.0,General Offer,3,100,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00102,0,4,0.17542959733264937,0.6131380349783295,0.5551152737752162,0.40740740740740744,0.3191964285714286,0.41666666666666663,0.540768168513121,0.0,Device Upgrade Offer,1,101,0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00103,1,6,0.09976917158245703,0.2156682642718415,0.5785302593659942,0.3333333333333333,0.2142857142857143,0.41666666666666663,0.2884673685979145,0.2,General Offer,3,102,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00104,1,5,0.029751218261092584,0.3173372877808805,0.3757204610951009,0.5185185185185185,0.13839285714285715,0.08333333333333333,0.5661178268873268,0.4,Retention Offer,4,103,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00105,0,3,0.23339317773788149,0.5677209630588457,0.8310518731988472,0.5185185185185185,0.26562500000000006,0.16666666666666666,0.3531312571747333,0.0,Data Booster,0,104,0,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00106,1,0,0.02410874583226468,0.4073200865108632,0.10050432276657059,0.4444444444444444,0.18080357142857142,0.25,0.3916278973207746,0.0,General Offer,3,105,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00107,1,6,0.09156193895870736,0.4696560571133537,0.40561959654178675,0.40740740740740744,0.17410714285714285,0.3333333333333333,0.2948262068436757,0.2,General Offer,3,106,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00108,0,2,0.11797896896640163,0.2963704390398904,0.49603746397694526,0.37037037037037035,0.2678571428571429,0.16666666666666666,0.13934753221985133,0.2,Device Upgrade Offer,1,107,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00109,1,3,0.05078225185945113,0.7061835689208212,0.37319884726224783,0.3333333333333333,0.16071428571428573,0.25,0.7785508694029779,0.0,General Offer,3,108,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
